"","Hepatocytes_1","Hepatocytes_2","Endothelial","Kupffer","Stellate","Cholangiocyte","T_cell"
"NAV3",0.275906557837724,0.210707508626486,0.510101017246778,0.176298257822718,6.39543142643724,0.149435602338152,0.161934986481478
"THEMIS",0.0502956895992475,0.0714070310442024,0.0655578274358766,0.0352604963162165,0.0866681814705334,0.0507779900413749,8.75052077875708
"SLIT2",0.181433012466044,0.155247500156624,0.233483154117466,0.166296876147149,3.34587658639065,0.490759840084275,0.152560304685626
"ADAMTSL1",0.432662434954405,0.229038204866379,0.263175961634761,0.0988579327583135,9.26624857825038,2.92988164820621,0.103445291053975
"DCDC2",0.226445543373823,0.251959312580405,0.0715030537413238,0.123786572465278,0.152401671232794,10.9111260491329,0.117066380405323
"KIRREL3",0.103355004264512,0.0342904079493763,0.044626535375104,0.0585967196459957,0.443413165160958,0.311456149054597,0.0176051031289438
"EFNA5",0.22077150172477,0.131244722594866,0.641544599826081,0.0952223769536815,2.00361353999233,4.98414851805853,0.130152011757716
"MYH11",0.0647241917358876,0.0571503299573137,0.07924510528809,0.0645500063427102,1.25174149702753,0.0943845163741196,0.152721712639608
"EPHA3",0.231362973704034,0.139895229402091,0.094256801041165,0.0672188098108651,7.23717832343088,0.124647939357993,0.0856239423101126
"FGF13",0.203013072165684,0.264951566848413,0.116128569502628,2.45013649713978,1.08751794140265,2.92470153635273,0.0820848726687155
"CASC15",0.185760446170646,0.107383454196097,0.691950826105232,0.0840564584293099,0.306079817908143,4.95788582968966,0.164415748582028
"FAM155A",0.0386936969890559,0.0375154039204695,0.214333072444116,0.0609993184450401,0.118557520208542,0.0454824279136928,0.00889998266079785
"ITGBL1",0.0613895239147222,0.0736605976795559,0.0525118597987504,0.0200908453087372,1.51869751765749,0.0424545195127429,0.0721427761538287
"PDE3A",0.208846298628535,0.248986570452565,0.264154018244074,0.0984484445464259,4.59969193997229,1.93740368115454,0.0939072179217245
"PDZRN3",0.143317874731582,0.125437167097427,0.0960886905937068,0.0602081136635464,3.31517384148187,0.213695779857282,0.0162462836627644
"SLIT3",0.0811276912677048,0.0617004444539929,0.0470320064807737,0.0811191225968547,1.27538514667333,0.0635860782381896,0.042979147192911
"SNCA",0.0117912560725627,0.200371775815691,0.0850646700556386,0.0968976034559408,0.125179683065746,0.00516740752146375,0.05819207043133
