"sample","Gene","ID","TF","E_ID","enhancer"
"HTN","GPT",81319,"GLI2","E_153976","HTN_E"
"HTN","GPT",81319,"GLI2","E_154186","HTN_E"
"HTN","GPT",81319,"GLI2","E_154289","HTN_E"
"HTN","GPT",81319,"GLI2","E_154509","HTN_E"
"HTN","GPT",81319,"GLI2","E_156809","HTN_E"
"HTN","GPT",81319,"GLI2","E_157029","HTN_E"
"HTN","GPT",81319,"GLI2","E_157194","HTN_E"
"HTN","GPT",81319,"GLI2","E_157301","HTN_E"
"HTN","GPT",81319,"GLI2","E_157357","HTN_E"
"HTN","GPT",81319,"GLI2","E_158316","HTN_E"
"HTN","GPT",81319,"GLI2","E_158769","HTN_E"
"HTN","GPT",81319,"GLI2","E_159542","HTN_E"
"HTN","GPT",81319,"GLI2","E_159819","HTN_E"
"HTN","GPT",81319,"RUNX2","E_31630","Nor_E"
"HTN","GPT",81319,"RUNX2","E_49779","Nor_E"
"HTN","GPT",81319,"RUNX2","E_103312","Nor_E"
"HTN","GPT",81319,"RUNX2","E_111708","Nor_E"
"HTN","GPT",81319,"RUNX2","E_147918","Nor_E"
"HTN","GPT",81319,"RUNX2","E_653","HTN_E"
"HTN","GPT",81319,"RUNX2","E_1092","HTN_E"
"HTN","GPT",81319,"RUNX2","E_2273","HTN_E"
"HTN","GPT",81319,"RUNX2","E_4219","HTN_E"
"HTN","GPT",81319,"RUNX2","E_6078","HTN_E"
"HTN","GPT",81319,"RUNX2","E_6218","HTN_E"
"HTN","GPT",81319,"RUNX2","E_7240","HTN_E"
"HTN","GPT",81319,"RUNX2","E_8612","HTN_E"
"HTN","GPT",81319,"RUNX2","E_8654","HTN_E"
"HTN","GPT",81319,"RUNX2","E_11227","HTN_E"
"HTN","GPT",81319,"RUNX2","E_11825","HTN_E"
"HTN","GPT",81319,"RUNX2","E_14227","HTN_E"
"HTN","GPT",81319,"RUNX2","E_14250","HTN_E"
"HTN","GPT",81319,"RUNX2","E_14449","HTN_E"
"HTN","GPT",81319,"RUNX2","E_14616","HTN_E"
"HTN","GPT",81319,"RUNX2","E_15547","HTN_E"
"HTN","GPT",81319,"RUNX2","E_16228","HTN_E"
"HTN","GPT",81319,"RUNX2","E_17077","HTN_E"
"HTN","GPT",81319,"RUNX2","E_17153","HTN_E"
"HTN","GPT",81319,"RUNX2","E_21114","HTN_E"
"HTN","GPT",81319,"RUNX2","E_25242","HTN_E"
"HTN","GPT",81319,"RUNX2","E_26135","HTN_E"
"HTN","GPT",81319,"RUNX2","E_27249","HTN_E"
"HTN","GPT",81319,"RUNX2","E_28885","HTN_E"
"HTN","GPT",81319,"RUNX2","E_31315","HTN_E"
"HTN","GPT",81319,"RUNX2","E_31469","HTN_E"
"HTN","GPT",81319,"RUNX2","E_32299","HTN_E"
"HTN","GPT",81319,"RUNX2","E_32306","HTN_E"
"HTN","GPT",81319,"RUNX2","E_34463","HTN_E"
"HTN","GPT",81319,"RUNX2","E_34708","HTN_E"
"HTN","GPT",81319,"RUNX2","E_35145","HTN_E"
"HTN","GPT",81319,"RUNX2","E_35259","HTN_E"
"HTN","GPT",81319,"RUNX2","E_35260","HTN_E"
"HTN","GPT",81319,"RUNX2","E_36049","HTN_E"
"HTN","GPT",81319,"RUNX2","E_39129","HTN_E"
"HTN","GPT",81319,"RUNX2","E_40786","HTN_E"
"HTN","GPT",81319,"RUNX2","E_40950","HTN_E"
"HTN","GPT",81319,"RUNX2","E_42511","HTN_E"
"HTN","GPT",81319,"RUNX2","E_46028","HTN_E"
"HTN","GPT",81319,"RUNX2","E_46653","HTN_E"
"HTN","GPT",81319,"RUNX2","E_46858","HTN_E"
"HTN","GPT",81319,"RUNX2","E_47185","HTN_E"
"HTN","GPT",81319,"RUNX2","E_47902","HTN_E"
"HTN","GPT",81319,"RUNX2","E_49027","HTN_E"
"HTN","GPT",81319,"RUNX2","E_49162","HTN_E"
"HTN","GPT",81319,"RUNX2","E_49813","HTN_E"
"HTN","GPT",81319,"RUNX2","E_50541","HTN_E"
"HTN","GPT",81319,"RUNX2","E_51024","HTN_E"
"HTN","GPT",81319,"RUNX2","E_52410","HTN_E"
"HTN","GPT",81319,"RUNX2","E_52413","HTN_E"
"HTN","GPT",81319,"RUNX2","E_53479","HTN_E"
"HTN","GPT",81319,"RUNX2","E_54018","HTN_E"
"HTN","GPT",81319,"RUNX2","E_54343","HTN_E"
"HTN","GPT",81319,"RUNX2","E_54479","HTN_E"
"HTN","GPT",81319,"RUNX2","E_56159","HTN_E"
"HTN","GPT",81319,"RUNX2","E_56249","HTN_E"
"HTN","GPT",81319,"RUNX2","E_56513","HTN_E"
"HTN","GPT",81319,"RUNX2","E_56525","HTN_E"
"HTN","GPT",81319,"RUNX2","E_56571","HTN_E"
"HTN","GPT",81319,"RUNX2","E_57342","HTN_E"
"HTN","GPT",81319,"RUNX2","E_58007","HTN_E"
"HTN","GPT",81319,"RUNX2","E_59299","HTN_E"
"HTN","GPT",81319,"RUNX2","E_59553","HTN_E"
"HTN","GPT",81319,"RUNX2","E_60221","HTN_E"
"HTN","GPT",81319,"RUNX2","E_61380","HTN_E"
"HTN","GPT",81319,"RUNX2","E_61935","HTN_E"
"HTN","GPT",81319,"RUNX2","E_61954","HTN_E"
"HTN","GPT",81319,"RUNX2","E_63062","HTN_E"
"HTN","GPT",81319,"RUNX2","E_65171","HTN_E"
"HTN","GPT",81319,"RUNX2","E_65177","HTN_E"
"HTN","GPT",81319,"RUNX2","E_65632","HTN_E"
"HTN","GPT",81319,"RUNX2","E_68186","HTN_E"
"HTN","GPT",81319,"RUNX2","E_69391","HTN_E"
"HTN","GPT",81319,"RUNX2","E_70647","HTN_E"
"HTN","GPT",81319,"RUNX2","E_72326","HTN_E"
"HTN","GPT",81319,"RUNX2","E_73548","HTN_E"
"HTN","GPT",81319,"RUNX2","E_74572","HTN_E"
"HTN","GPT",81319,"RUNX2","E_75544","HTN_E"
"HTN","GPT",81319,"RUNX2","E_75935","HTN_E"
"HTN","GPT",81319,"RUNX2","E_78978","HTN_E"
"HTN","GPT",81319,"RUNX2","E_79768","HTN_E"
"HTN","GPT",81319,"RUNX2","E_80380","HTN_E"
"HTN","GPT",81319,"RUNX2","E_83068","HTN_E"
"HTN","GPT",81319,"RUNX2","E_83235","HTN_E"
"HTN","GPT",81319,"RUNX2","E_84387","HTN_E"
"HTN","GPT",81319,"RUNX2","E_84741","HTN_E"
"HTN","GPT",81319,"RUNX2","E_85046","HTN_E"
"HTN","GPT",81319,"RUNX2","E_85625","HTN_E"
"HTN","GPT",81319,"RUNX2","E_85974","HTN_E"
"HTN","GPT",81319,"RUNX2","E_86876","HTN_E"
"HTN","GPT",81319,"RUNX2","E_87238","HTN_E"
"HTN","GPT",81319,"RUNX2","E_87397","HTN_E"
"HTN","GPT",81319,"RUNX2","E_87629","HTN_E"
"HTN","GPT",81319,"RUNX2","E_87652","HTN_E"
"HTN","GPT",81319,"RUNX2","E_88148","HTN_E"
"HTN","GPT",81319,"RUNX2","E_88153","HTN_E"
"HTN","GPT",81319,"RUNX2","E_88160","HTN_E"
"HTN","GPT",81319,"RUNX2","E_88162","HTN_E"
"HTN","GPT",81319,"RUNX2","E_88215","HTN_E"
"HTN","GPT",81319,"RUNX2","E_88815","HTN_E"
"HTN","GPT",81319,"RUNX2","E_89282","HTN_E"
"HTN","GPT",81319,"RUNX2","E_89285","HTN_E"
"HTN","GPT",81319,"RUNX2","E_91315","HTN_E"
"HTN","GPT",81319,"RUNX2","E_93016","HTN_E"
"HTN","GPT",81319,"RUNX2","E_93436","HTN_E"
"HTN","GPT",81319,"RUNX2","E_93743","HTN_E"
"HTN","GPT",81319,"RUNX2","E_94167","HTN_E"
"HTN","GPT",81319,"RUNX2","E_94249","HTN_E"
"HTN","GPT",81319,"RUNX2","E_94456","HTN_E"
"HTN","GPT",81319,"RUNX2","E_94955","HTN_E"
"HTN","GPT",81319,"RUNX2","E_95564","HTN_E"
"HTN","GPT",81319,"RUNX2","E_96096","HTN_E"
"HTN","GPT",81319,"RUNX2","E_97222","HTN_E"
"HTN","GPT",81319,"RUNX2","E_98568","HTN_E"
"HTN","GPT",81319,"RUNX2","E_99535","HTN_E"
"HTN","GPT",81319,"RUNX2","E_100400","HTN_E"
"HTN","GPT",81319,"RUNX2","E_103159","HTN_E"
"HTN","GPT",81319,"RUNX2","E_104159","HTN_E"
"HTN","GPT",81319,"RUNX2","E_104339","HTN_E"
"HTN","GPT",81319,"RUNX2","E_107702","HTN_E"
"HTN","GPT",81319,"RUNX2","E_111477","HTN_E"
"HTN","GPT",81319,"RUNX2","E_111512","HTN_E"
"HTN","GPT",81319,"RUNX2","E_112583","HTN_E"
"HTN","GPT",81319,"RUNX2","E_114440","HTN_E"
"HTN","GPT",81319,"RUNX2","E_116500","HTN_E"
"HTN","GPT",81319,"RUNX2","E_117060","HTN_E"
"HTN","GPT",81319,"RUNX2","E_117349","HTN_E"
"HTN","GPT",81319,"RUNX2","E_117391","HTN_E"
"HTN","GPT",81319,"RUNX2","E_118021","HTN_E"
"HTN","GPT",81319,"RUNX2","E_119765","HTN_E"
"HTN","GPT",81319,"RUNX2","E_119895","HTN_E"
"HTN","GPT",81319,"RUNX2","E_120617","HTN_E"
"HTN","GPT",81319,"RUNX2","E_120725","HTN_E"
"HTN","GPT",81319,"RUNX2","E_120859","HTN_E"
"HTN","GPT",81319,"RUNX2","E_121705","HTN_E"
"HTN","GPT",81319,"RUNX2","E_122144","HTN_E"
"HTN","GPT",81319,"RUNX2","E_123595","HTN_E"
"HTN","GPT",81319,"RUNX2","E_123817","HTN_E"
"HTN","GPT",81319,"RUNX2","E_125298","HTN_E"
"HTN","GPT",81319,"RUNX2","E_125335","HTN_E"
"HTN","GPT",81319,"RUNX2","E_125571","HTN_E"
"HTN","GPT",81319,"RUNX2","E_130155","HTN_E"
"HTN","GPT",81319,"RUNX2","E_130857","HTN_E"
"HTN","GPT",81319,"RUNX2","E_132143","HTN_E"
"HTN","GPT",81319,"RUNX2","E_132696","HTN_E"
"HTN","GPT",81319,"RUNX2","E_134236","HTN_E"
"HTN","GPT",81319,"RUNX2","E_134348","HTN_E"
"HTN","GPT",81319,"RUNX2","E_134374","HTN_E"
"HTN","GPT",81319,"RUNX2","E_135049","HTN_E"
"HTN","GPT",81319,"RUNX2","E_136053","HTN_E"
"HTN","GPT",81319,"RUNX2","E_136610","HTN_E"
"HTN","GPT",81319,"RUNX2","E_136716","HTN_E"
"HTN","GPT",81319,"RUNX2","E_137210","HTN_E"
"HTN","GPT",81319,"RUNX2","E_137254","HTN_E"
"HTN","GPT",81319,"RUNX2","E_138106","HTN_E"
"HTN","GPT",81319,"RUNX2","E_139147","HTN_E"
"HTN","GPT",81319,"RUNX2","E_140236","HTN_E"
"HTN","GPT",81319,"RUNX2","E_141095","HTN_E"
"HTN","GPT",81319,"RUNX2","E_141248","HTN_E"
"HTN","GPT",81319,"RUNX2","E_143020","HTN_E"
"HTN","GPT",81319,"RUNX2","E_143181","HTN_E"
"HTN","GPT",81319,"RUNX2","E_143537","HTN_E"
"HTN","GPT",81319,"RUNX2","E_144846","HTN_E"
"HTN","GPT",81319,"RUNX2","E_147279","HTN_E"
"HTN","GPT",81319,"RUNX2","E_147384","HTN_E"
"HTN","GPT",81319,"RUNX2","E_147403","HTN_E"
"HTN","GPT",81319,"RUNX2","E_147458","HTN_E"
"HTN","GPT",81319,"RUNX2","E_147884","HTN_E"
"HTN","GPT",81319,"RUNX2","E_148598","HTN_E"
"HTN","GPT",81319,"RUNX2","E_148798","HTN_E"
"HTN","GPT",81319,"RUNX2","E_150793","HTN_E"
"HTN","GPT",81319,"RUNX2","E_152397","HTN_E"
"HTN","GPT",81319,"RUNX2","E_152512","HTN_E"
"HTN","GPT",81319,"RUNX2","E_152519","HTN_E"
"HTN","GPT",81319,"RUNX2","E_153545","HTN_E"
"HTN","GPT",81319,"RUNX2","E_153574","HTN_E"
"HTN","GPT",81319,"RUNX2","E_153690","HTN_E"
"HTN","GPT",81319,"RUNX2","E_153972","HTN_E"
"HTN","GPT",81319,"RUNX2","E_154901","HTN_E"
"HTN","GPT",81319,"RUNX2","E_155619","HTN_E"
"HTN","GPT",81319,"RUNX2","E_156548","HTN_E"
"HTN","GPT",81319,"RUNX2","E_156697","HTN_E"
"HTN","GPT",81319,"RUNX2","E_156879","HTN_E"
"HTN","GPT",81319,"RUNX2","E_156880","HTN_E"
"HTN","GPT",81319,"RUNX2","E_157032","HTN_E"
"HTN","GPT",81319,"RUNX2","E_157288","HTN_E"
"HTN","GPT",81319,"RUNX2","E_157299","HTN_E"
"HTN","GPT",81319,"RUNX2","E_158551","HTN_E"
"HTN","GPT",81319,"RUNX2","E_159542","HTN_E"
"HTN","GPT",81319,"RUNX2","E_159677","HTN_E"
"HTN","RFX3",81532,"TCF4","E_55389","Nor_E"
"HTN","RFX3",81532,"TCF4","E_108343","Nor_E"
"HTN","RFX3",81532,"TCF4","E_111708","Nor_E"
"HTN","RFX3",81532,"TCF4","E_126062","Nor_E"
"HTN","RFX3",81532,"TCF4","E_191","HTN_E"
"HTN","RFX3",81532,"TCF4","E_1108","HTN_E"
"HTN","RFX3",81532,"TCF4","E_1257","HTN_E"
"HTN","RFX3",81532,"TCF4","E_1374","HTN_E"
"HTN","RFX3",81532,"TCF4","E_2007","HTN_E"
"HTN","RFX3",81532,"TCF4","E_2290","HTN_E"
"HTN","RFX3",81532,"TCF4","E_2422","HTN_E"
"HTN","RFX3",81532,"TCF4","E_2560","HTN_E"
"HTN","RFX3",81532,"TCF4","E_3300","HTN_E"
"HTN","RFX3",81532,"TCF4","E_5207","HTN_E"
"HTN","RFX3",81532,"TCF4","E_5806","HTN_E"
"HTN","RFX3",81532,"TCF4","E_6076","HTN_E"
"HTN","RFX3",81532,"TCF4","E_10625","HTN_E"
"HTN","RFX3",81532,"TCF4","E_13260","HTN_E"
"HTN","RFX3",81532,"TCF4","E_13914","HTN_E"
"HTN","RFX3",81532,"TCF4","E_14203","HTN_E"
"HTN","RFX3",81532,"TCF4","E_14227","HTN_E"
"HTN","RFX3",81532,"TCF4","E_15130","HTN_E"
"HTN","RFX3",81532,"TCF4","E_16240","HTN_E"
"HTN","RFX3",81532,"TCF4","E_16938","HTN_E"
"HTN","RFX3",81532,"TCF4","E_17162","HTN_E"
"HTN","RFX3",81532,"TCF4","E_17590","HTN_E"
"HTN","RFX3",81532,"TCF4","E_18391","HTN_E"
"HTN","RFX3",81532,"TCF4","E_18461","HTN_E"
"HTN","RFX3",81532,"TCF4","E_18513","HTN_E"
"HTN","RFX3",81532,"TCF4","E_18894","HTN_E"
"HTN","RFX3",81532,"TCF4","E_18918","HTN_E"
"HTN","RFX3",81532,"TCF4","E_20386","HTN_E"
"HTN","RFX3",81532,"TCF4","E_21061","HTN_E"
"HTN","RFX3",81532,"TCF4","E_24294","HTN_E"
"HTN","RFX3",81532,"TCF4","E_26075","HTN_E"
"HTN","RFX3",81532,"TCF4","E_28377","HTN_E"
"HTN","RFX3",81532,"TCF4","E_29298","HTN_E"
"HTN","RFX3",81532,"TCF4","E_30861","HTN_E"
"HTN","RFX3",81532,"TCF4","E_31343","HTN_E"
"HTN","RFX3",81532,"TCF4","E_35157","HTN_E"
"HTN","RFX3",81532,"TCF4","E_35512","HTN_E"
"HTN","RFX3",81532,"TCF4","E_39130","HTN_E"
"HTN","RFX3",81532,"TCF4","E_40368","HTN_E"
"HTN","RFX3",81532,"TCF4","E_44246","HTN_E"
"HTN","RFX3",81532,"TCF4","E_46194","HTN_E"
"HTN","RFX3",81532,"TCF4","E_47464","HTN_E"
"HTN","RFX3",81532,"TCF4","E_47556","HTN_E"
"HTN","RFX3",81532,"TCF4","E_47641","HTN_E"
"HTN","RFX3",81532,"TCF4","E_49168","HTN_E"
"HTN","RFX3",81532,"TCF4","E_52633","HTN_E"
"HTN","RFX3",81532,"TCF4","E_53994","HTN_E"
"HTN","RFX3",81532,"TCF4","E_54431","HTN_E"
"HTN","RFX3",81532,"TCF4","E_56965","HTN_E"
"HTN","RFX3",81532,"TCF4","E_58073","HTN_E"
"HTN","RFX3",81532,"TCF4","E_59043","HTN_E"
"HTN","RFX3",81532,"TCF4","E_59361","HTN_E"
"HTN","RFX3",81532,"TCF4","E_60008","HTN_E"
"HTN","RFX3",81532,"TCF4","E_61935","HTN_E"
"HTN","RFX3",81532,"TCF4","E_64082","HTN_E"
"HTN","RFX3",81532,"TCF4","E_65065","HTN_E"
"HTN","RFX3",81532,"TCF4","E_65179","HTN_E"
"HTN","RFX3",81532,"TCF4","E_67196","HTN_E"
"HTN","RFX3",81532,"TCF4","E_67976","HTN_E"
"HTN","RFX3",81532,"TCF4","E_68442","HTN_E"
"HTN","RFX3",81532,"TCF4","E_68606","HTN_E"
"HTN","RFX3",81532,"TCF4","E_69088","HTN_E"
"HTN","RFX3",81532,"TCF4","E_69360","HTN_E"
"HTN","RFX3",81532,"TCF4","E_69363","HTN_E"
"HTN","RFX3",81532,"TCF4","E_70914","HTN_E"
"HTN","RFX3",81532,"TCF4","E_72213","HTN_E"
"HTN","RFX3",81532,"TCF4","E_73767","HTN_E"
"HTN","RFX3",81532,"TCF4","E_74083","HTN_E"
"HTN","RFX3",81532,"TCF4","E_74572","HTN_E"
"HTN","RFX3",81532,"TCF4","E_77245","HTN_E"
"HTN","RFX3",81532,"TCF4","E_78378","HTN_E"
"HTN","RFX3",81532,"TCF4","E_78505","HTN_E"
"HTN","RFX3",81532,"TCF4","E_80691","HTN_E"
"HTN","RFX3",81532,"TCF4","E_82561","HTN_E"
"HTN","RFX3",81532,"TCF4","E_82940","HTN_E"
"HTN","RFX3",81532,"TCF4","E_83592","HTN_E"
"HTN","RFX3",81532,"TCF4","E_84275","HTN_E"
"HTN","RFX3",81532,"TCF4","E_84387","HTN_E"
"HTN","RFX3",81532,"TCF4","E_85206","HTN_E"
"HTN","RFX3",81532,"TCF4","E_86583","HTN_E"
"HTN","RFX3",81532,"TCF4","E_88067","HTN_E"
"HTN","RFX3",81532,"TCF4","E_88107","HTN_E"
"HTN","RFX3",81532,"TCF4","E_88168","HTN_E"
"HTN","RFX3",81532,"TCF4","E_88234","HTN_E"
"HTN","RFX3",81532,"TCF4","E_92859","HTN_E"
"HTN","RFX3",81532,"TCF4","E_92884","HTN_E"
"HTN","RFX3",81532,"TCF4","E_93297","HTN_E"
"HTN","RFX3",81532,"TCF4","E_93639","HTN_E"
"HTN","RFX3",81532,"TCF4","E_94658","HTN_E"
"HTN","RFX3",81532,"TCF4","E_94955","HTN_E"
"HTN","RFX3",81532,"TCF4","E_95576","HTN_E"
"HTN","RFX3",81532,"TCF4","E_96490","HTN_E"
"HTN","RFX3",81532,"TCF4","E_97222","HTN_E"
"HTN","RFX3",81532,"TCF4","E_98570","HTN_E"
"HTN","RFX3",81532,"TCF4","E_99110","HTN_E"
"HTN","RFX3",81532,"TCF4","E_99538","HTN_E"
"HTN","RFX3",81532,"TCF4","E_101029","HTN_E"
"HTN","RFX3",81532,"TCF4","E_102751","HTN_E"
"HTN","RFX3",81532,"TCF4","E_102877","HTN_E"
"HTN","RFX3",81532,"TCF4","E_103461","HTN_E"
"HTN","RFX3",81532,"TCF4","E_103787","HTN_E"
"HTN","RFX3",81532,"TCF4","E_104339","HTN_E"
"HTN","RFX3",81532,"TCF4","E_106333","HTN_E"
"HTN","RFX3",81532,"TCF4","E_106557","HTN_E"
"HTN","RFX3",81532,"TCF4","E_106768","HTN_E"
"HTN","RFX3",81532,"TCF4","E_107276","HTN_E"
"HTN","RFX3",81532,"TCF4","E_107392","HTN_E"
"HTN","RFX3",81532,"TCF4","E_109877","HTN_E"
"HTN","RFX3",81532,"TCF4","E_110620","HTN_E"
"HTN","RFX3",81532,"TCF4","E_110687","HTN_E"
"HTN","RFX3",81532,"TCF4","E_111709","HTN_E"
"HTN","RFX3",81532,"TCF4","E_111710","HTN_E"
"HTN","RFX3",81532,"TCF4","E_113165","HTN_E"
"HTN","RFX3",81532,"TCF4","E_113557","HTN_E"
"HTN","RFX3",81532,"TCF4","E_113727","HTN_E"
"HTN","RFX3",81532,"TCF4","E_114230","HTN_E"
"HTN","RFX3",81532,"TCF4","E_116085","HTN_E"
"HTN","RFX3",81532,"TCF4","E_116456","HTN_E"
"HTN","RFX3",81532,"TCF4","E_116500","HTN_E"
"HTN","RFX3",81532,"TCF4","E_117285","HTN_E"
"HTN","RFX3",81532,"TCF4","E_117475","HTN_E"
"HTN","RFX3",81532,"TCF4","E_118021","HTN_E"
"HTN","RFX3",81532,"TCF4","E_119175","HTN_E"
"HTN","RFX3",81532,"TCF4","E_119928","HTN_E"
"HTN","RFX3",81532,"TCF4","E_120617","HTN_E"
"HTN","RFX3",81532,"TCF4","E_120845","HTN_E"
"HTN","RFX3",81532,"TCF4","E_121594","HTN_E"
"HTN","RFX3",81532,"TCF4","E_121851","HTN_E"
"HTN","RFX3",81532,"TCF4","E_122107","HTN_E"
"HTN","RFX3",81532,"TCF4","E_122156","HTN_E"
"HTN","RFX3",81532,"TCF4","E_122167","HTN_E"
"HTN","RFX3",81532,"TCF4","E_123595","HTN_E"
"HTN","RFX3",81532,"TCF4","E_123639","HTN_E"
"HTN","RFX3",81532,"TCF4","E_126688","HTN_E"
"HTN","RFX3",81532,"TCF4","E_127216","HTN_E"
"HTN","RFX3",81532,"TCF4","E_127490","HTN_E"
"HTN","RFX3",81532,"TCF4","E_127873","HTN_E"
"HTN","RFX3",81532,"TCF4","E_127882","HTN_E"
"HTN","RFX3",81532,"TCF4","E_129152","HTN_E"
"HTN","RFX3",81532,"TCF4","E_129188","HTN_E"
"HTN","RFX3",81532,"TCF4","E_129842","HTN_E"
"HTN","RFX3",81532,"TCF4","E_129909","HTN_E"
"HTN","RFX3",81532,"TCF4","E_130156","HTN_E"
"HTN","RFX3",81532,"TCF4","E_130399","HTN_E"
"HTN","RFX3",81532,"TCF4","E_130811","HTN_E"
"HTN","RFX3",81532,"TCF4","E_130857","HTN_E"
"HTN","RFX3",81532,"TCF4","E_132090","HTN_E"
"HTN","RFX3",81532,"TCF4","E_132284","HTN_E"
"HTN","RFX3",81532,"TCF4","E_132397","HTN_E"
"HTN","RFX3",81532,"TCF4","E_133651","HTN_E"
"HTN","RFX3",81532,"TCF4","E_133992","HTN_E"
"HTN","RFX3",81532,"TCF4","E_134054","HTN_E"
"HTN","RFX3",81532,"TCF4","E_134360","HTN_E"
"HTN","RFX3",81532,"TCF4","E_134563","HTN_E"
"HTN","RFX3",81532,"TCF4","E_134753","HTN_E"
"HTN","RFX3",81532,"TCF4","E_134761","HTN_E"
"HTN","RFX3",81532,"TCF4","E_135095","HTN_E"
"HTN","RFX3",81532,"TCF4","E_138022","HTN_E"
"HTN","RFX3",81532,"TCF4","E_139148","HTN_E"
"HTN","RFX3",81532,"TCF4","E_139200","HTN_E"
"HTN","RFX3",81532,"TCF4","E_141248","HTN_E"
"HTN","RFX3",81532,"TCF4","E_141396","HTN_E"
"HTN","RFX3",81532,"TCF4","E_141785","HTN_E"
"HTN","RFX3",81532,"TCF4","E_142393","HTN_E"
"HTN","RFX3",81532,"TCF4","E_142464","HTN_E"
"HTN","RFX3",81532,"TCF4","E_143122","HTN_E"
"HTN","RFX3",81532,"TCF4","E_143500","HTN_E"
"HTN","RFX3",81532,"TCF4","E_144563","HTN_E"
"HTN","RFX3",81532,"TCF4","E_144984","HTN_E"
"HTN","RFX3",81532,"TCF4","E_145058","HTN_E"
"HTN","RFX3",81532,"TCF4","E_145764","HTN_E"
"HTN","RFX3",81532,"TCF4","E_146392","HTN_E"
"HTN","RFX3",81532,"TCF4","E_146867","HTN_E"
"HTN","RFX3",81532,"TCF4","E_147994","HTN_E"
"HTN","RFX3",81532,"TCF4","E_148182","HTN_E"
"HTN","RFX3",81532,"TCF4","E_148530","HTN_E"
"HTN","RFX3",81532,"TCF4","E_148598","HTN_E"
"HTN","RFX3",81532,"TCF4","E_149074","HTN_E"
"HTN","RFX3",81532,"TCF4","E_151965","HTN_E"
"HTN","RFX3",81532,"TCF4","E_152217","HTN_E"
"HTN","RFX3",81532,"TCF4","E_152897","HTN_E"
"HTN","RFX3",81532,"TCF4","E_153330","HTN_E"
"HTN","RFX3",81532,"TCF4","E_153531","HTN_E"
"HTN","RFX3",81532,"TCF4","E_153932","HTN_E"
"HTN","RFX3",81532,"TCF4","E_153972","HTN_E"
"HTN","RFX3",81532,"TCF4","E_154185","HTN_E"
"HTN","RFX3",81532,"TCF4","E_154186","HTN_E"
"HTN","RFX3",81532,"TCF4","E_154221","HTN_E"
"HTN","RFX3",81532,"TCF4","E_154224","HTN_E"
"HTN","RFX3",81532,"TCF4","E_154509","HTN_E"
"HTN","RFX3",81532,"TCF4","E_156596","HTN_E"
"HTN","RFX3",81532,"TCF4","E_156797","HTN_E"
"HTN","RFX3",81532,"TCF4","E_157299","HTN_E"
"HTN","RFX3",81532,"TCF4","E_158192","HTN_E"
"HTN","RFX3",81532,"TCF4","E_158978","HTN_E"
"HTN","RFX3",81532,"TCF4","E_159521","HTN_E"
"HTN","RFX3",81532,"TCF4","E_159590","HTN_E"
"HTN","RFX3",81532,"TCF4","E_159664","HTN_E"
"HTN","RFX3",81532,"TCF4","E_159731","HTN_E"
"HTN","RFX3",81532,"TCF4","E_159819","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_31630","Nor_E"
"HTN","RFX3",81532,"RUNX2","E_49779","Nor_E"
"HTN","RFX3",81532,"RUNX2","E_103312","Nor_E"
"HTN","RFX3",81532,"RUNX2","E_111708","Nor_E"
"HTN","RFX3",81532,"RUNX2","E_147918","Nor_E"
"HTN","RFX3",81532,"RUNX2","E_653","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_1092","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_2273","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_4219","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_6078","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_6218","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_7240","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_8612","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_8654","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_11227","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_11825","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_14227","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_14250","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_14449","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_14616","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_15547","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_16228","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_17077","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_17153","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_21114","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_25242","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_26135","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_27249","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_28885","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_31315","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_31469","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_32299","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_32306","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_34463","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_34708","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_35145","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_35259","HTN_E"
"HTN","RFX3",81532,"RUNX2","E_35260","HTN_E"
