"sample","Gene","ID","TF","E_ID","enhancer"
"HTN","VWA1",135,"RUNX1","E_69363","HTN_E"
"HTN","VWA1",135,"RUNX1","E_69391","HTN_E"
"HTN","VWA1",135,"RUNX1","E_69534","HTN_E"
"HTN","VWA1",135,"RUNX1","E_69986","HTN_E"
"HTN","VWA1",135,"RUNX1","E_70418","HTN_E"
"HTN","VWA1",135,"RUNX1","E_70512","HTN_E"
"HTN","VWA1",135,"RUNX1","E_70651","HTN_E"
"HTN","VWA1",135,"RUNX1","E_70914","HTN_E"
"HTN","VWA1",135,"RUNX1","E_72041","HTN_E"
"HTN","VWA1",135,"RUNX1","E_72326","HTN_E"
"HTN","VWA1",135,"RUNX1","E_72793","HTN_E"
"HTN","VWA1",135,"RUNX1","E_73548","HTN_E"
"HTN","VWA1",135,"RUNX1","E_74083","HTN_E"
"HTN","VWA1",135,"RUNX1","E_75544","HTN_E"
"HTN","VWA1",135,"RUNX1","E_75672","HTN_E"
"HTN","VWA1",135,"RUNX1","E_75935","HTN_E"
"HTN","VWA1",135,"RUNX1","E_76875","HTN_E"
"HTN","VWA1",135,"RUNX1","E_76881","HTN_E"
"HTN","VWA1",135,"RUNX1","E_78486","HTN_E"
"HTN","VWA1",135,"RUNX1","E_78978","HTN_E"
"HTN","VWA1",135,"RUNX1","E_79596","HTN_E"
"HTN","VWA1",135,"RUNX1","E_79768","HTN_E"
"HTN","VWA1",135,"RUNX1","E_80380","HTN_E"
"HTN","VWA1",135,"RUNX1","E_80388","HTN_E"
"HTN","VWA1",135,"RUNX1","E_80691","HTN_E"
"HTN","VWA1",135,"RUNX1","E_80701","HTN_E"
"HTN","VWA1",135,"RUNX1","E_81735","HTN_E"
"HTN","VWA1",135,"RUNX1","E_82564","HTN_E"
"HTN","VWA1",135,"RUNX1","E_82940","HTN_E"
"HTN","VWA1",135,"RUNX1","E_83068","HTN_E"
"HTN","VWA1",135,"RUNX1","E_83235","HTN_E"
"HTN","VWA1",135,"RUNX1","E_83602","HTN_E"
"HTN","VWA1",135,"RUNX1","E_84055","HTN_E"
"HTN","VWA1",135,"RUNX1","E_84276","HTN_E"
"HTN","VWA1",135,"RUNX1","E_84277","HTN_E"
"HTN","VWA1",135,"RUNX1","E_84387","HTN_E"
"HTN","VWA1",135,"RUNX1","E_84973","HTN_E"
"HTN","VWA1",135,"RUNX1","E_85233","HTN_E"
"HTN","VWA1",135,"RUNX1","E_85974","HTN_E"
"HTN","VWA1",135,"RUNX1","E_86113","HTN_E"
"HTN","VWA1",135,"RUNX1","E_86417","HTN_E"
"HTN","VWA1",135,"RUNX1","E_86688","HTN_E"
"HTN","VWA1",135,"RUNX1","E_86876","HTN_E"
"HTN","VWA1",135,"RUNX1","E_87238","HTN_E"
"HTN","VWA1",135,"RUNX1","E_87397","HTN_E"
"HTN","VWA1",135,"RUNX1","E_87629","HTN_E"
"HTN","VWA1",135,"RUNX1","E_87652","HTN_E"
"HTN","VWA1",135,"RUNX1","E_88067","HTN_E"
"HTN","VWA1",135,"RUNX1","E_88107","HTN_E"
"HTN","VWA1",135,"RUNX1","E_88148","HTN_E"
"HTN","VWA1",135,"RUNX1","E_88152","HTN_E"
"HTN","VWA1",135,"RUNX1","E_88153","HTN_E"
"HTN","VWA1",135,"RUNX1","E_88234","HTN_E"
"HTN","VWA1",135,"RUNX1","E_88363","HTN_E"
"HTN","VWA1",135,"RUNX1","E_88364","HTN_E"
"HTN","VWA1",135,"RUNX1","E_88444","HTN_E"
"HTN","VWA1",135,"RUNX1","E_88456","HTN_E"
"HTN","VWA1",135,"RUNX1","E_88815","HTN_E"
"HTN","VWA1",135,"RUNX1","E_89153","HTN_E"
"HTN","VWA1",135,"RUNX1","E_89285","HTN_E"
"HTN","VWA1",135,"RUNX1","E_89286","HTN_E"
"HTN","VWA1",135,"RUNX1","E_89618","HTN_E"
"HTN","VWA1",135,"RUNX1","E_89638","HTN_E"
"HTN","VWA1",135,"RUNX1","E_89727","HTN_E"
"HTN","VWA1",135,"RUNX1","E_90175","HTN_E"
"HTN","VWA1",135,"RUNX1","E_90729","HTN_E"
"HTN","VWA1",135,"RUNX1","E_91315","HTN_E"
"HTN","VWA1",135,"RUNX1","E_93297","HTN_E"
"HTN","VWA1",135,"RUNX1","E_93436","HTN_E"
"HTN","VWA1",135,"RUNX1","E_93459","HTN_E"
"HTN","VWA1",135,"RUNX1","E_93615","HTN_E"
"HTN","VWA1",135,"RUNX1","E_93743","HTN_E"
"HTN","VWA1",135,"RUNX1","E_94249","HTN_E"
"HTN","VWA1",135,"RUNX1","E_94373","HTN_E"
"HTN","VWA1",135,"RUNX1","E_94456","HTN_E"
"HTN","VWA1",135,"RUNX1","E_94679","HTN_E"
"HTN","VWA1",135,"RUNX1","E_94955","HTN_E"
"HTN","VWA1",135,"RUNX1","E_95212","HTN_E"
"HTN","VWA1",135,"RUNX1","E_95564","HTN_E"
"HTN","VWA1",135,"RUNX1","E_95576","HTN_E"
"HTN","VWA1",135,"RUNX1","E_95851","HTN_E"
"HTN","VWA1",135,"RUNX1","E_96007","HTN_E"
"HTN","VWA1",135,"RUNX1","E_96014","HTN_E"
"HTN","VWA1",135,"RUNX1","E_96017","HTN_E"
"HTN","VWA1",135,"RUNX1","E_96096","HTN_E"
"HTN","VWA1",135,"RUNX1","E_96173","HTN_E"
"HTN","VWA1",135,"RUNX1","E_96257","HTN_E"
"HTN","VWA1",135,"RUNX1","E_96661","HTN_E"
"HTN","VWA1",135,"RUNX1","E_97221","HTN_E"
"HTN","VWA1",135,"RUNX1","E_97222","HTN_E"
"HTN","VWA1",135,"RUNX1","E_97224","HTN_E"
"HTN","VWA1",135,"RUNX1","E_97243","HTN_E"
"HTN","VWA1",135,"RUNX1","E_97438","HTN_E"
"HTN","VWA1",135,"RUNX1","E_98070","HTN_E"
"HTN","VWA1",135,"RUNX1","E_98568","HTN_E"
"HTN","VWA1",135,"RUNX1","E_98596","HTN_E"
"HTN","VWA1",135,"RUNX1","E_99113","HTN_E"
"HTN","VWA1",135,"RUNX1","E_99120","HTN_E"
"HTN","VWA1",135,"RUNX1","E_99535","HTN_E"
"HTN","VWA1",135,"RUNX1","E_100221","HTN_E"
"HTN","VWA1",135,"RUNX1","E_101286","HTN_E"
"HTN","VWA1",135,"RUNX1","E_101366","HTN_E"
"HTN","VWA1",135,"RUNX1","E_101666","HTN_E"
"HTN","VWA1",135,"RUNX1","E_102142","HTN_E"
"HTN","VWA1",135,"RUNX1","E_102758","HTN_E"
"HTN","VWA1",135,"RUNX1","E_102877","HTN_E"
"HTN","VWA1",135,"RUNX1","E_102972","HTN_E"
"HTN","VWA1",135,"RUNX1","E_103446","HTN_E"
"HTN","VWA1",135,"RUNX1","E_103476","HTN_E"
"HTN","VWA1",135,"RUNX1","E_103603","HTN_E"
"HTN","VWA1",135,"RUNX1","E_104159","HTN_E"
"HTN","VWA1",135,"RUNX1","E_104339","HTN_E"
"HTN","VWA1",135,"RUNX1","E_104352","HTN_E"
"HTN","VWA1",135,"RUNX1","E_104497","HTN_E"
"HTN","VWA1",135,"RUNX1","E_104983","HTN_E"
"HTN","VWA1",135,"RUNX1","E_106557","HTN_E"
"HTN","VWA1",135,"RUNX1","E_107162","HTN_E"
"HTN","VWA1",135,"RUNX1","E_107198","HTN_E"
"HTN","VWA1",135,"RUNX1","E_107876","HTN_E"
"HTN","VWA1",135,"RUNX1","E_109036","HTN_E"
"HTN","VWA1",135,"RUNX1","E_109436","HTN_E"
"HTN","VWA1",135,"RUNX1","E_111027","HTN_E"
"HTN","VWA1",135,"RUNX1","E_111417","HTN_E"
"HTN","VWA1",135,"RUNX1","E_111668","HTN_E"
"HTN","VWA1",135,"RUNX1","E_111710","HTN_E"
"HTN","VWA1",135,"RUNX1","E_111974","HTN_E"
"HTN","VWA1",135,"RUNX1","E_112583","HTN_E"
"HTN","VWA1",135,"RUNX1","E_113165","HTN_E"
"HTN","VWA1",135,"RUNX1","E_114230","HTN_E"
"HTN","VWA1",135,"RUNX1","E_114282","HTN_E"
"HTN","VWA1",135,"RUNX1","E_114286","HTN_E"
"HTN","VWA1",135,"RUNX1","E_114376","HTN_E"
"HTN","VWA1",135,"RUNX1","E_114440","HTN_E"
"HTN","VWA1",135,"RUNX1","E_115052","HTN_E"
"HTN","VWA1",135,"RUNX1","E_116175","HTN_E"
"HTN","VWA1",135,"RUNX1","E_116465","HTN_E"
"HTN","VWA1",135,"RUNX1","E_116500","HTN_E"
"HTN","VWA1",135,"RUNX1","E_116685","HTN_E"
"HTN","VWA1",135,"RUNX1","E_116693","HTN_E"
"HTN","VWA1",135,"RUNX1","E_116714","HTN_E"
"HTN","VWA1",135,"RUNX1","E_117060","HTN_E"
"HTN","VWA1",135,"RUNX1","E_117285","HTN_E"
"HTN","VWA1",135,"RUNX1","E_117302","HTN_E"
"HTN","VWA1",135,"RUNX1","E_117349","HTN_E"
"HTN","VWA1",135,"RUNX1","E_118021","HTN_E"
"HTN","VWA1",135,"RUNX1","E_119175","HTN_E"
"HTN","VWA1",135,"RUNX1","E_119249","HTN_E"
"HTN","VWA1",135,"RUNX1","E_119765","HTN_E"
"HTN","VWA1",135,"RUNX1","E_119928","HTN_E"
"HTN","VWA1",135,"RUNX1","E_120423","HTN_E"
"HTN","VWA1",135,"RUNX1","E_120725","HTN_E"
"HTN","VWA1",135,"RUNX1","E_120874","HTN_E"
"HTN","VWA1",135,"RUNX1","E_121561","HTN_E"
"HTN","VWA1",135,"RUNX1","E_121855","HTN_E"
"HTN","VWA1",135,"RUNX1","E_122107","HTN_E"
"HTN","VWA1",135,"RUNX1","E_122136","HTN_E"
"HTN","VWA1",135,"RUNX1","E_122144","HTN_E"
"HTN","VWA1",135,"RUNX1","E_122145","HTN_E"
"HTN","VWA1",135,"RUNX1","E_122166","HTN_E"
"HTN","VWA1",135,"RUNX1","E_123595","HTN_E"
"HTN","VWA1",135,"RUNX1","E_123817","HTN_E"
"HTN","VWA1",135,"RUNX1","E_123871","HTN_E"
"HTN","VWA1",135,"RUNX1","E_124273","HTN_E"
"HTN","VWA1",135,"RUNX1","E_124281","HTN_E"
"HTN","VWA1",135,"RUNX1","E_124471","HTN_E"
"HTN","VWA1",135,"RUNX1","E_124827","HTN_E"
"HTN","VWA1",135,"RUNX1","E_125335","HTN_E"
"HTN","VWA1",135,"RUNX1","E_125470","HTN_E"
"HTN","VWA1",135,"RUNX1","E_125648","HTN_E"
"HTN","VWA1",135,"RUNX1","E_125695","HTN_E"
"HTN","VWA1",135,"RUNX1","E_125977","HTN_E"
"HTN","VWA1",135,"RUNX1","E_126190","HTN_E"
"HTN","VWA1",135,"RUNX1","E_126839","HTN_E"
"HTN","VWA1",135,"RUNX1","E_127651","HTN_E"
"HTN","VWA1",135,"RUNX1","E_127653","HTN_E"
"HTN","VWA1",135,"RUNX1","E_128079","HTN_E"
"HTN","VWA1",135,"RUNX1","E_128294","HTN_E"
"HTN","VWA1",135,"RUNX1","E_128622","HTN_E"
"HTN","VWA1",135,"RUNX1","E_128772","HTN_E"
"HTN","VWA1",135,"RUNX1","E_129152","HTN_E"
"HTN","VWA1",135,"RUNX1","E_129156","HTN_E"
"HTN","VWA1",135,"RUNX1","E_129909","HTN_E"
"HTN","VWA1",135,"RUNX1","E_129916","HTN_E"
"HTN","VWA1",135,"RUNX1","E_130155","HTN_E"
"HTN","VWA1",135,"RUNX1","E_130254","HTN_E"
"HTN","VWA1",135,"RUNX1","E_130973","HTN_E"
"HTN","VWA1",135,"RUNX1","E_131039","HTN_E"
"HTN","VWA1",135,"RUNX1","E_132090","HTN_E"
"HTN","VWA1",135,"RUNX1","E_132209","HTN_E"
"HTN","VWA1",135,"RUNX1","E_132696","HTN_E"
"HTN","VWA1",135,"RUNX1","E_133652","HTN_E"
"HTN","VWA1",135,"RUNX1","E_134236","HTN_E"
"HTN","VWA1",135,"RUNX1","E_134348","HTN_E"
"HTN","VWA1",135,"RUNX1","E_134374","HTN_E"
"HTN","VWA1",135,"RUNX1","E_134564","HTN_E"
"HTN","VWA1",135,"RUNX1","E_134769","HTN_E"
"HTN","VWA1",135,"RUNX1","E_135049","HTN_E"
"HTN","VWA1",135,"RUNX1","E_135095","HTN_E"
"HTN","VWA1",135,"RUNX1","E_135401","HTN_E"
"HTN","VWA1",135,"RUNX1","E_135756","HTN_E"
"HTN","VWA1",135,"RUNX1","E_136053","HTN_E"
"HTN","VWA1",135,"RUNX1","E_136472","HTN_E"
"HTN","VWA1",135,"RUNX1","E_136610","HTN_E"
"HTN","VWA1",135,"RUNX1","E_137210","HTN_E"
"HTN","VWA1",135,"RUNX1","E_137254","HTN_E"
"HTN","VWA1",135,"RUNX1","E_137325","HTN_E"
"HTN","VWA1",135,"RUNX1","E_137376","HTN_E"
"HTN","VWA1",135,"RUNX1","E_137675","HTN_E"
"HTN","VWA1",135,"RUNX1","E_138106","HTN_E"
"HTN","VWA1",135,"RUNX1","E_138535","HTN_E"
"HTN","VWA1",135,"RUNX1","E_139147","HTN_E"
"HTN","VWA1",135,"RUNX1","E_139200","HTN_E"
"HTN","VWA1",135,"RUNX1","E_140266","HTN_E"
"HTN","VWA1",135,"RUNX1","E_140304","HTN_E"
"HTN","VWA1",135,"RUNX1","E_140413","HTN_E"
"HTN","VWA1",135,"RUNX1","E_141095","HTN_E"
"HTN","VWA1",135,"RUNX1","E_141277","HTN_E"
"HTN","VWA1",135,"RUNX1","E_141517","HTN_E"
"HTN","VWA1",135,"RUNX1","E_141785","HTN_E"
"HTN","VWA1",135,"RUNX1","E_142388","HTN_E"
"HTN","VWA1",135,"RUNX1","E_142389","HTN_E"
"HTN","VWA1",135,"RUNX1","E_142539","HTN_E"
"HTN","VWA1",135,"RUNX1","E_143134","HTN_E"
"HTN","VWA1",135,"RUNX1","E_143143","HTN_E"
"HTN","VWA1",135,"RUNX1","E_143306","HTN_E"
"HTN","VWA1",135,"RUNX1","E_143479","HTN_E"
"HTN","VWA1",135,"RUNX1","E_143487","HTN_E"
"HTN","VWA1",135,"RUNX1","E_143500","HTN_E"
"HTN","VWA1",135,"RUNX1","E_143534","HTN_E"
"HTN","VWA1",135,"RUNX1","E_143537","HTN_E"
"HTN","VWA1",135,"RUNX1","E_144004","HTN_E"
"HTN","VWA1",135,"RUNX1","E_144555","HTN_E"
"HTN","VWA1",135,"RUNX1","E_144598","HTN_E"
"HTN","VWA1",135,"RUNX1","E_145058","HTN_E"
"HTN","VWA1",135,"RUNX1","E_145059","HTN_E"
"HTN","VWA1",135,"RUNX1","E_146864","HTN_E"
"HTN","VWA1",135,"RUNX1","E_146867","HTN_E"
"HTN","VWA1",135,"RUNX1","E_147279","HTN_E"
"HTN","VWA1",135,"RUNX1","E_147338","HTN_E"
"HTN","VWA1",135,"RUNX1","E_147351","HTN_E"
"HTN","VWA1",135,"RUNX1","E_147384","HTN_E"
"HTN","VWA1",135,"RUNX1","E_147395","HTN_E"
"HTN","VWA1",135,"RUNX1","E_147401","HTN_E"
"HTN","VWA1",135,"RUNX1","E_147403","HTN_E"
"HTN","VWA1",135,"RUNX1","E_147458","HTN_E"
"HTN","VWA1",135,"RUNX1","E_147884","HTN_E"
"HTN","VWA1",135,"RUNX1","E_147994","HTN_E"
"HTN","VWA1",135,"RUNX1","E_148182","HTN_E"
"HTN","VWA1",135,"RUNX1","E_148511","HTN_E"
"HTN","VWA1",135,"RUNX1","E_148598","HTN_E"
"HTN","VWA1",135,"RUNX1","E_148953","HTN_E"
"HTN","VWA1",135,"RUNX1","E_150793","HTN_E"
"HTN","VWA1",135,"RUNX1","E_151226","HTN_E"
"HTN","VWA1",135,"RUNX1","E_152236","HTN_E"
"HTN","VWA1",135,"RUNX1","E_152397","HTN_E"
"HTN","VWA1",135,"RUNX1","E_152512","HTN_E"
"HTN","VWA1",135,"RUNX1","E_152559","HTN_E"
"HTN","VWA1",135,"RUNX1","E_152881","HTN_E"
"HTN","VWA1",135,"RUNX1","E_153183","HTN_E"
"HTN","VWA1",135,"RUNX1","E_153323","HTN_E"
"HTN","VWA1",135,"RUNX1","E_153383","HTN_E"
