"sample","Gene","ID","TF","enhancer"
"Normal","RFX3",81531,"EHF","HTN_E"
"Normal","RFX3",81531,"ELF3","Nor_E"
"Normal","RFX3",81531,"ELF3","HTN_E"
"Normal","RFX3",81531,"ETS1","Nor_E"
"Normal","RFX3",81531,"ETS1","HTN_E"
"Normal","RFX3",81531,"WT1","Nor_E"
"Normal","RFX3",81531,"WT1","HTN_E"
"Normal","KCNIP2-AS1",95364,"RUNX1","Nor_E"
"Normal","KCNIP2-AS1",95364,"RUNX1","HTN_E"
"Normal","KCNIP2-AS1",95364,"RARB","Nor_E"
"Normal","KCNIP2-AS1",95364,"RARB","HTN_E"
"Normal","KCNIP2-AS1",95364,"TCF4","Nor_E"
"Normal","KCNIP2-AS1",95364,"TCF4","HTN_E"
"Normal","KCNIP2-AS1",95363,"GLI2","Nor_E"
"Normal","KCNIP2-AS1",95363,"GLI2","HTN_E"
"Normal","KCNIP2-AS1",95363,"RUNX1","Nor_E"
"Normal","KCNIP2-AS1",95363,"RUNX1","HTN_E"
"Normal","KCNIP2-AS1",95363,"RORB","Nor_E"
"Normal","KCNIP2-AS1",95363,"RORB","HTN_E"
"Normal","KCNIP2-AS1",95363,"RORA","Nor_E"
"Normal","KCNIP2-AS1",95363,"RORA","HTN_E"
"Normal","KCNIP2-AS1",95363,"TCF7L1","Nor_E"
"Normal","KCNIP2-AS1",95363,"TCF7L1","HTN_E"
"Normal","PSD",95441,"RUNX1","Nor_E"
"Normal","PSD",95441,"RUNX1","HTN_E"
"Normal","PSD",95441,"RARB","Nor_E"
"Normal","PSD",95441,"RARB","HTN_E"
"Normal","PSD",95441,"ERG","Nor_E"
"Normal","PSD",95441,"ERG","HTN_E"
"Normal","PSD",95440,"RUNX1","Nor_E"
"Normal","PSD",95440,"RUNX1","HTN_E"
"Normal","PSD",95440,"RUNX2","Nor_E"
"Normal","PSD",95440,"RUNX2","HTN_E"
"Normal","PSD",95440,"WT1","Nor_E"
"Normal","PSD",95440,"WT1","HTN_E"
"Normal","KIF1C",133539,"BCL11A","Nor_E"
"Normal","KIF1C",133539,"BCL11A","HTN_E"
"Normal","KIF1C",133539,"BCL11B","Nor_E"
"Normal","KIF1C",133539,"BCL11B","HTN_E"
"Normal","DYNLL2",137648,"WT1","Nor_E"
"Normal","DYNLL2",137648,"WT1","HTN_E"
"Normal","DYNLL2",137650,"ESRRG","Nor_E"
"Normal","DYNLL2",137650,"ESRRG","HTN_E"
"Normal","DYNLL2",137650,"RUNX1","Nor_E"
"Normal","DYNLL2",137650,"RUNX1","HTN_E"
"Normal","DYNLL2",137650,"NR4A1","Nor_E"
"Normal","DYNLL2",137650,"NR4A1","HTN_E"
"Normal","DYNLL2",137649,"WT1","Nor_E"
"Normal","DYNLL2",137649,"WT1","HTN_E"
"Normal","LDLR",145738,"PBX1","Nor_E"
"Normal","LDLR",145738,"PBX1","HTN_E"
"Normal","LDLR",145738,"SOX5","Nor_E"
"Normal","LDLR",145738,"SOX5","HTN_E"
"Normal","LDLR",145738,"SOX6","Nor_E"
"Normal","LDLR",145738,"SOX6","HTN_E"
"Normal","ARMC6",146940,"ESR2","Nor_E"
"Normal","ARMC6",146940,"ESR2","HTN_E"
"Normal","ARMC6",146940,"WT1","Nor_E"
"Normal","ARMC6",146940,"WT1","HTN_E"
"Normal","ARMC6",146939,"LEF1","Nor_E"
"Normal","ARMC6",146939,"LEF1","HTN_E"
"Normal","ARMC6",146939,"BCL11A","Nor_E"
"Normal","ARMC6",146939,"BCL11A","HTN_E"
"Normal","ARMC6",146939,"BCL11B","Nor_E"
"Normal","ARMC6",146939,"BCL11B","HTN_E"
"Normal","ARMC6",146939,"POU4F1","Nor_E"
"Normal","ARMC6",146939,"POU4F1","HTN_E"
"Normal","ARMC6",146939,"POU1F1","Nor_E"
"Normal","ARMC6",146939,"POU1F1","HTN_E"
"Normal","ZNF337-AS1",151825,"IRF4","Nor_E"
"Normal","ZNF337-AS1",151825,"IRF4","HTN_E"
"Normal","ZNF337-AS1",151825,"IKZF1","Nor_E"
"Normal","ZNF337-AS1",151825,"IKZF1","HTN_E"
"Normal","ZNF337-AS1",151825,"ESR2","Nor_E"
"Normal","ZNF337-AS1",151825,"ESR2","HTN_E"
"Normal","ZNF337-AS1",151825,"WT1","Nor_E"
"Normal","ZNF337-AS1",151825,"WT1","HTN_E"
"Normal","ZNF337-AS1",151825,"EGR3","HTN_E"
"Normal","ZNF337-AS1",151824,"BCL11A","Nor_E"
"Normal","ZNF337-AS1",151824,"BCL11A","HTN_E"
"Normal","ZNF337-AS1",151824,"BCL11B","Nor_E"
"Normal","ZNF337-AS1",151824,"BCL11B","HTN_E"
"Normal","ZNF337-AS1",151824,"ESR2","Nor_E"
"Normal","ZNF337-AS1",151824,"ESR2","HTN_E"
"Normal","ZNF337-AS1",151824,"MLXIPL","HTN_E"
"Normal","ZNF337-AS1",151824,"HES5","Nor_E"
"Normal","ZNF337-AS1",151824,"HES5","HTN_E"
"Normal","ZNF337-AS1",151824,"PPARG","Nor_E"
"Normal","ZNF337-AS1",151824,"PPARG","HTN_E"
"Normal","BRIP1",137935,"RUNX1","Nor_E"
"Normal","BRIP1",137935,"RUNX1","HTN_E"
"Normal","BRIP1",137935,"RUNX2","Nor_E"
"Normal","BRIP1",137935,"RUNX2","HTN_E"
"Normal","BRIP1",137935,"WT1","Nor_E"
"Normal","BRIP1",137935,"WT1","HTN_E"
"Normal","BRIP1",137935,"TBX20","Nor_E"
"Normal","BRIP1",137935,"TBX20","HTN_E"
"Normal","ARL15",49066,"EHF","Nor_E"
"Normal","ARL15",49066,"EHF","HTN_E"
"Normal","ARL15",49066,"ELF3","Nor_E"
"Normal","ARL15",49066,"ELF3","HTN_E"
"Normal","ARL15",49066,"WT1","Nor_E"
"Normal","ARL15",49066,"WT1","HTN_E"
"Normal","PHLDB2",34527,"BCL11A","Nor_E"
"Normal","PHLDB2",34527,"BCL11A","HTN_E"
"Normal","PHLDB2",34527,"RUNX1","Nor_E"
"Normal","PHLDB2",34527,"RUNX1","HTN_E"
"Normal","PHLDB2",34527,"MEIS2","Nor_E"
"Normal","PHLDB2",34527,"MEIS2","HTN_E"
"Normal","PHLDB2",34527,"BCL11B","Nor_E"
"Normal","PHLDB2",34527,"BCL11B","HTN_E"
"Normal","PHLDB2",34527,"MEIS1","Nor_E"
"Normal","PHLDB2",34527,"MEIS1","HTN_E"
